orientation_density 
1.51465 
1.4759 
1.4738 
1.43478 
1.37292 
1.37677 
1.37532 
1.36479 
1.35094 
1.33023 
1.31791 
1.31652 
1.33889 
1.36424 
1.38588 
1.38819 
1.37314 
1.3488 
1.32231 
1.31478 
1.31224 
1.31179 
1.31057 
1.30788 
1.30371 
1.29652 
1.28135 
1.26321 
1.24142 
1.22832 
1.21001 
1.18186 
1.14096 
1.10005 
1.08591 
1.06956 
1.0465 
1.00517 
0.971422 
0.940775 
0.924267 
0.916068 
0.900682 
0.899274 
0.899248 
0.889371 
0.880094 
0.858977 
0.848003 
0.848003 
0.848003 
0.846383 
0.830422 
0.822116 
0.788617 
0.780717 
0.780717 
0.780717 
0.780717 
0.780717 
0.779991 
0.774443 
0.760071 
0.727979 
0.839286 
1.02659 
1.1334 
1.18703 
1.19876 
1.19903 
