contacts_by_height 
0 
11 
19 
66 
16 
20 
18 
44 
37 
12 
27 
36 
24 
24 
22 
14 
18 
22 
19 
11 
15 
11 
13 
10 
17 
10 
6 
8 
10 
8 
8 
6 
3 
2 
3 
1 
1 
1 
