orientation_density 
0.618375 
0.658891 
0.675433 
0.699553 
0.701332 
0.716228 
0.737834 
0.74677 
0.756784 
0.756901 
0.756901 
0.756901 
0.757601 
0.782773 
0.822622 
0.851158 
0.883582 
0.884973 
0.881838 
0.882362 
0.880527 
0.877383 
0.874987 
0.868825 
0.869846 
0.871468 
0.873571 
0.866174 
0.838398 
0.803549 
0.76825 
0.764619 
0.764736 
0.763595 
0.759507 
0.754913 
0.745075 
0.744499 
0.74575 
0.745224 
0.745463 
0.747764 
0.747875 
0.746644 
0.743942 
0.736405 
0.727413 
0.722965 
0.709382 
0.701853 
0.693341 
0.69172 
0.701335 
0.713895 
0.719413 
0.730228 
0.758193 
0.779112 
0.801991 
0.807373 
0.807373 
0.807378 
0.8139 
0.82038 
0.823512 
0.830719 
0.832984 
0.834392 
0.831524 
0.828218 
0.816387 
0.794221 
0.768711 
0.748001 
0.742208 
0.741147 
0.740038 
0.742873 
0.747927 
0.753584 
0.756671 
0.760914 
0.761874 
0.763162 
0.763957 
0.767771 
0.776958 
0.791769 
0.797557 
0.802454 
0.800013 
0.794949 
0.794511 
0.794736 
0.793546 
0.809991 
0.828483 
0.844525 
0.850366 
0.858256 
0.865873 
0.883495 
0.88823 
0.882788 
0.88005 
0.873825 
0.874588 
0.874658 
0.887931 
0.903792 
0.930778 
0.945945 
0.946396 
0.933462 
0.912002 
0.882406 
0.866206 
0.868377 
0.871524 
0.87553 
0.878983 
0.876468 
0.878341 
0.866126 
0.852265 
0.833715 
0.828147 
0.836353 
0.838387 
0.836788 
0.840297 
0.839543 
0.842921 
0.845905 
0.843635 
0.834609 
0.825047 
0.806166 
0.802246 
0.802765 
0.797386 
0.79331 
0.794381 
0.791909 
0.790918 
0.790918 
0.791122 
0.79184 
0.788545 
0.781065 
0.778748 
0.770659 
0.767329 
0.761363 
0.756769 
0.744514 
0.739851 
0.732104 
0.720328 
0.71015 
0.702125 
0.691619 
0.687478 
0.681345 
0.673527 
0.670584 
0.664625 
0.658017 
0.663693 
0.669921 
0.665121 
0.665263 
0.657142 
0.651514 
0.648949 
0.639967 
0.637614 
0.635429 
0.636014 
0.640565 
0.644825 
0.644825 
0.647186 
0.65267 
0.650765 
0.657377 
0.651451 
0.650776 
0.65171 
0.64637 
0.643465 
0.633589 
0.626814 
0.623291 
0.630498 
0.633489 
0.642951 
0.666565 
0.714916 
0.764621 
0.803264 
0.827659 
0.842415 
0.851538 
0.857223 
0.857483 
0.863558 
0.860398 
0.847918 
0.818274 
0.786975 
0.76028 
0.764762 
0.750822 
0.742069 
0.744668 
0.747988 
0.753083 
0.762604 
0.768252 
0.774529 
0.775677 
0.776487 
0.775821 
0.773167 
0.776173 
0.774938 
0.761049 
0.747815 
0.729749 
0.739468 
0.756478 
0.768697 
0.774595 
0.773011 
0.770775 
0.762162 
0.756356 
0.749585 
0.739894 
0.739961 
0.744622 
0.748401 
0.745437 
0.746082 
0.74471 
0.743333 
0.737724 
0.734985 
0.736283 
0.740441 
0.749236 
0.74651 
0.739482 
0.718197 
0.693255 
0.686962 
0.696412 
0.704136 
0.710188 
0.711131 
0.710559 
0.714718 
0.723406 
0.72706 
0.727826 
0.73318 
0.732179 
0.733992 
0.73498 
0.731157 
0.729106 
0.729561 
0.739957 
0.767627 
0.838974 
1.00877 
1.07675 
1.06965 
0.975226 
0.819605 
0.804578 
0.805483 
0.802255 
0.801383 
0.794118 
0.790845 
0.787533 
0.784418 
0.777195 
0.755627 
0.72766 
0.702345 
0.710039 
0.719794 
0.722605 
0.723992 
0.728346 
0.734479 
0.736001 
0.738061 
0.738196 
0.738679 
0.740728 
0.743783 
0.746731 
0.750913 
0.76121 
0.772597 
0.78049 
0.788049 
0.787021 
0.792477 
0.797821 
0.801625 
0.809137 
0.816334 
0.818485 
0.823513 
0.853744 
0.928661 
0.982517 
1.01923 
1.0165 
0.975614 
0.912985 
0.842504 
