contacts_by_height 
0 
4 
4 
19 
3 
5 
4 
13 
11 
8 
9 
8 
10 
11 
12 
9 
14 
13 
9 
20 
15 
18 
7 
14 
13 
12 
11 
5 
16 
16 
13 
21 
17 
7 
14 
10 
7 
5 
11 
12 
10 
12 
10 
14 
9 
14 
12 
9 
9 
3 
18 
13 
8 
11 
11 
9 
11 
22 
11 
13 
7 
10 
9 
6 
5 
7 
12 
8 
4 
7 
3 
3 
2 
4 
3 
1 
3 
5 
2 
3 
1 
1 
1 
1 
0 
0 
1 
2 
0 
3 
0 
1 
1 
1 
0 
0 
1 
1 
0 
0 
1 
0 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
