contacts_by_height 
0 
4 
9 
59 
19 
20 
26 
29 
33 
24 
34 
25 
25 
27 
28 
31 
16 
18 
15 
19 
16 
14 
18 
12 
9 
15 
9 
8 
3 
8 
5 
3 
2 
0 
3 
2 
0 
1 
