contacts_by_height 
0 
3 
7 
10 
4 
4 
8 
19 
10 
12 
17 
10 
10 
12 
10 
7 
15 
16 
6 
12 
13 
13 
12 
8 
14 
14 
8 
13 
14 
12 
15 
16 
11 
10 
8 
8 
7 
7 
10 
8 
14 
11 
14 
20 
6 
18 
7 
13 
4 
13 
17 
12 
7 
13 
14 
9 
17 
11 
11 
5 
12 
9 
11 
1 
7 
7 
4 
8 
10 
6 
3 
4 
5 
7 
4 
1 
1 
4 
2 
4 
5 
4 
3 
1 
0 
0 
0 
1 
0 
2 
