mass_density 
9.26525e-09 
1.45584e-08 
1.54361e-08 
1.16508e-08 
5.3475e-09 
5.94871e-09 
6.0288e-09 
5.46484e-09 
4.704e-09 
4.50197e-09 
4.18602e-09 
3.86255e-09 
3.78331e-09 
4.15028e-09 
4.40347e-09 
4.40114e-09 
4.23548e-09 
4.1795e-09 
4.18294e-09 
4.1436e-09 
3.97353e-09 
3.92532e-09 
4.02322e-09 
4.00245e-09 
3.99348e-09 
4.0077e-09 
4.05444e-09 
4.31097e-09 
4.3641e-09 
4.32861e-09 
4.55836e-09 
4.63446e-09 
4.40923e-09 
3.90609e-09 
3.23386e-09 
3.14357e-09 
3.1286e-09 
3.1438e-09 
3.12259e-09 
3.14405e-09 
3.10479e-09 
3.06785e-09 
3.18449e-09 
3.49282e-09 
3.64908e-09 
3.61217e-09 
3.37489e-09 
3.21291e-09 
3.24979e-09 
3.22442e-09 
3.06955e-09 
2.89965e-09 
2.82076e-09 
2.83911e-09 
2.76831e-09 
2.54071e-09 
2.43941e-09 
2.56389e-09 
2.65292e-09 
2.75179e-09 
2.6702e-09 
2.75449e-09 
2.65023e-09 
2.45428e-09 
2.2363e-09 
2.05363e-09 
1.9453e-09 
1.88646e-09 
1.88881e-09 
1.95943e-09 
2.01798e-09 
2.07075e-09 
2.07919e-09 
2.05561e-09 
1.94606e-09 
1.7713e-09 
1.57704e-09 
1.37233e-09 
1.22547e-09 
1.11503e-09 
1.07349e-09 
1.11654e-09 
1.17714e-09 
1.13765e-09 
9.94127e-10 
8.2134e-10 
7.18026e-10 
7.43319e-10 
7.6737e-10 
7.40087e-10 
6.55412e-10 
5.42272e-10 
4.55514e-10 
4.19608e-10 
3.91149e-10 
3.70663e-10 
3.4449e-10 
3.14219e-10 
2.83153e-10 
2.43592e-10 
2.10089e-10 
1.74658e-10 
