contacts_by_height 
0 
2 
3 
22 
5 
7 
11 
15 
14 
8 
10 
18 
11 
13 
11 
15 
23 
9 
15 
14 
19 
14 
10 
10 
15 
13 
12 
20 
8 
12 
17 
10 
15 
16 
12 
12 
7 
14 
14 
18 
15 
11 
15 
17 
6 
9 
11 
12 
18 
12 
10 
12 
14 
14 
12 
16 
1 
9 
15 
10 
5 
6 
10 
7 
2 
4 
6 
12 
2 
5 
8 
5 
4 
4 
3 
2 
0 
0 
1 
1 
1 
1 
1 
1 
0 
0 
0 
0 
2 
2 
0 
0 
0 
1 
3 
2 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
