orientation_density 
1.56266 
1.55146 
1.54269 
1.52073 
1.44464 
1.4538 
1.4501 
1.43405 
1.41203 
1.41644 
1.41569 
1.41069 
1.39783 
1.39129 
1.39349 
1.40008 
1.40415 
1.398 
1.38731 
1.37089 
1.3717 
1.37569 
1.37993 
1.38014 
1.38833 
1.39694 
1.39142 
1.3861 
1.37991 
1.3936 
1.4092 
1.40438 
1.41005 
1.40679 
1.40301 
1.37625 
1.35537 
1.33587 
