contacts_by_height 
0 
1 
0 
22 
5 
5 
13 
12 
12 
9 
8 
12 
12 
12 
13 
13 
7 
13 
12 
8 
9 
11 
12 
14 
18 
13 
12 
12 
15 
14 
11 
7 
10 
9 
10 
9 
10 
6 
7 
8 
8 
6 
6 
4 
7 
8 
5 
6 
7 
11 
4 
6 
10 
2 
4 
7 
4 
2 
9 
11 
3 
6 
4 
4 
8 
5 
7 
2 
3 
3 
5 
3 
4 
0 
5 
3 
1 
3 
4 
5 
3 
0 
3 
2 
4 
3 
1 
2 
0 
1 
2 
0 
0 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
