mass_density 
0.0093799 
0.0255768 
0.0263505 
0.0327017 
0.0332226 
0.0341355 
0.0340021 
0.0350105 
0.0358319 
0.0358742 
0.0363517 
0.0371765 
0.0379537 
0.0385643 
0.0391324 
0.0392022 
0.0392022 
0.0392022 
0.0392022 
0.0392022 
0.0392022 
0.0398168 
0.0405773 
0.0404836 
0.0413667 
0.0414116 
0.041904 
0.0419529 
0.0419529 
0.0420837 
0.0431545 
0.0442623 
0.0448893 
0.0448113 
0.0442559 
0.0441291 
0.0443449 
0.045391 
0.0455921 
0.0460128 
0.0482744 
0.0506185 
0.0504982 
0.0518097 
0.0513684 
0.0508607 
0.0513883 
0.0512412 
0.0525041 
0.0529936 
0.0529925 
0.0521536 
0.0515436 
0.0515436 
0.0521314 
0.0529143 
0.0538443 
0.0557614 
0.0573206 
0.0588067 
0.0600416 
0.0598445 
0.0599837 
0.0600456 
0.0617997 
0.0606667 
0.0617975 
0.0622637 
0.0617764 
0.0606543 
0.060942 
0.0617602 
0.0614326 
0.0617538 
0.0609538 
0.0616092 
0.0629768 
0.0641312 
0.0641327 
0.0647819 
0.0639357 
0.0644969 
0.0641381 
0.0640858 
0.0628013 
0.0643384 
0.06515 
0.0652812 
0.0655816 
0.0648711 
0.0713427 
0.0886963 
0.0986475 
0.0969145 
0.0825048 
0.069049 
0.0669241 
0.0651436 
0.0644216 
0.0640097 
0.0605761 
0.0605046 
0.0597254 
0.0576437 
0.0558534 
0.0563817 
0.0587739 
0.057535 
0.0566863 
0.0559516 
0.0549323 
0.0522899 
0.0514743 
0.0516104 
0.0503643 
0.0502231 
0.0500217 
0.0507123 
0.0510122 
0.051069 
0.0502783 
0.049372 
0.0480586 
0.0459949 
0.0464288 
0.0466837 
0.0471073 
0.0472172 
0.0464427 
0.0461743 
0.0467594 
0.0454064 
0.0450659 
0.0457621 
0.045799 
0.0470595 
0.0472801 
0.0478356 
0.0479212 
0.0477936 
0.0487313 
0.0480678 
0.0466084 
0.0466084 
0.0467997 
0.0467224 
0.0467057 
0.0461299 
0.0445174 
0.0424918 
0.0413638 
0.0418627 
0.0425986 
0.0422237 
0.042324 
0.0424159 
0.044935 
0.0467189 
0.0478952 
0.0497345 
0.0504264 
0.051269 
0.0525043 
0.0520351 
0.0513235 
0.0522543 
0.0513887 
0.0512302 
0.0519648 
0.0518292 
0.0521612 
0.051795 
0.0516407 
0.0511098 
0.0507536 
0.0530391 
0.0568434 
0.0609584 
0.0634997 
0.064227 
0.0625738 
0.0625358 
0.0621424 
0.0642957 
0.066115 
0.0676022 
0.070319 
0.0757444 
0.0785708 
0.078994 
0.0769344 
0.0789352 
0.0800038 
0.0834037 
0.0858412 
0.087489 
0.0907253 
0.0884548 
0.0859123 
0.0831593 
0.0788629 
0.0740305 
0.0709854 
0.0683526 
0.0685405 
0.0666408 
0.0650984 
0.0619179 
0.0605837 
0.0598577 
0.060448 
0.0622729 
0.062954 
0.0639645 
0.0629788 
0.0608784 
0.0618838 
0.0672397 
0.072102 
0.0747393 
0.075647 
0.0755541 
0.0729793 
0.0685238 
0.0644904 
0.0629255 
0.0637388 
0.0636767 
0.0629727 
0.0633835 
0.0629463 
0.0635353 
0.0643132 
0.0639022 
0.0641597 
0.0636043 
0.0639936 
0.0632443 
0.0629866 
0.0631015 
0.0633052 
0.0620545 
0.0610249 
0.0610335 
0.060352 
0.0602006 
0.0594951 
0.0588838 
0.0586178 
0.059589 
0.0594722 
0.0590946 
0.0584369 
0.0569706 
0.0569523 
0.0564934 
0.0565625 
0.0565381 
0.0552936 
0.0551136 
0.0528473 
0.0501501 
0.0479906 
0.0461786 
0.0456286 
0.046596 
0.0474294 
0.0469881 
0.0462549 
0.0456917 
0.0462143 
0.0469012 
0.0490862 
0.0502913 
0.0522314 
0.0539901 
0.0535635 
0.0529536 
0.0530501 
0.0520052 
0.0502206 
0.0484574 
0.0488299 
0.0495666 
0.0490239 
0.0495869 
0.0491161 
0.0496428 
0.048884 
0.0503068 
0.0509049 
0.050719 
0.0519181 
0.0509816 
0.048062 
0.0462574 
0.0447559 
0.0447939 
0.0447014 
0.0440926 
0.0432718 
0.043752 
0.0453787 
