contacts_by_height 
0 
3 
2 
13 
1 
2 
7 
11 
6 
6 
7 
11 
10 
13 
14 
13 
9 
6 
3 
7 
17 
12 
8 
5 
17 
13 
8 
11 
10 
14 
7 
11 
11 
5 
8 
4 
15 
7 
8 
5 
8 
7 
9 
10 
6 
4 
3 
7 
7 
9 
6 
8 
7 
6 
9 
13 
6 
6 
9 
8 
5 
5 
6 
3 
4 
7 
5 
3 
3 
5 
4 
2 
1 
3 
2 
2 
3 
0 
5 
0 
1 
4 
5 
1 
2 
3 
1 
2 
1 
2 
1 
2 
