contacts_by_height 
0 
9 
13 
66 
10 
12 
20 
30 
25 
29 
25 
24 
23 
32 
23 
24 
28 
21 
18 
20 
23 
17 
20 
8 
14 
14 
3 
5 
8 
8 
5 
2 
3 
5 
4 
3 
4 
0 
2 
0 
2 
