contacts_by_height 
0 
4 
2 
23 
6 
15 
6 
16 
6 
7 
12 
10 
11 
11 
14 
9 
12 
13 
18 
13 
17 
11 
14 
8 
10 
14 
5 
13 
12 
8 
11 
14 
12 
13 
9 
5 
17 
9 
10 
12 
12 
18 
17 
13 
10 
15 
11 
11 
11 
10 
11 
11 
11 
10 
14 
8 
9 
12 
6 
12 
5 
13 
8 
10 
8 
6 
12 
5 
5 
7 
3 
3 
5 
5 
4 
5 
0 
4 
6 
2 
1 
2 
2 
1 
0 
1 
0 
1 
1 
0 
3 
2 
0 
0 
0 
2 
0 
0 
1 
1 
