contacts_by_height 
0 
90 
2 
168 
3 
75 
29 
93 
25 
59 
40 
76 
41 
55 
48 
46 
33 
42 
43 
40 
28 
28 
29 
14 
11 
8 
5 
2 
0 
0 
1 
