contacts_by_height 
0 
9 
11 
58 
8 
7 
24 
33 
27 
12 
20 
19 
26 
21 
22 
23 
29 
21 
12 
32 
27 
8 
16 
10 
19 
12 
8 
8 
10 
8 
11 
6 
6 
6 
4 
1 
1 
1 
