contacts_by_height 
0 
0 
2 
23 
3 
6 
6 
20 
6 
13 
8 
14 
10 
11 
7 
10 
11 
8 
11 
13 
12 
14 
11 
10 
15 
12 
15 
10 
10 
9 
10 
9 
5 
12 
8 
10 
7 
13 
4 
6 
12 
3 
13 
7 
11 
4 
9 
11 
11 
4 
14 
4 
8 
15 
8 
4 
13 
3 
6 
9 
8 
8 
5 
7 
5 
5 
2 
5 
2 
0 
2 
2 
3 
3 
1 
0 
2 
0 
3 
2 
0 
2 
3 
0 
2 
5 
0 
0 
1 
3 
