contacts_by_height 
0 
6 
6 
19 
4 
7 
7 
16 
11 
8 
14 
9 
20 
12 
10 
18 
9 
13 
9 
11 
10 
14 
10 
14 
13 
14 
11 
14 
15 
10 
11 
16 
15 
13 
16 
10 
9 
13 
18 
11 
16 
13 
21 
8 
10 
15 
8 
12 
13 
17 
13 
21 
14 
16 
8 
9 
8 
8 
11 
12 
6 
7 
11 
9 
3 
8 
10 
7 
4 
7 
7 
5 
2 
4 
5 
3 
1 
2 
0 
0 
0 
1 
0 
0 
1 
0 
0 
1 
0 
1 
0 
0 
0 
0 
0 
0 
1 
0 
0 
0 
1 
0 
0 
0 
0 
1 
1 
0 
1 
