orientation_density 
0.753313 
0.792216 
0.829904 
0.878451 
0.878397 
0.893131 
0.911343 
0.917415 
0.927742 
0.934028 
0.931895 
0.973565 
1.03182 
1.07153 
1.09327 
1.09459 
1.07782 
1.04219 
0.995285 
0.946064 
0.923986 
0.922978 
0.920679 
0.921268 
0.916986 
0.913032 
0.914503 
0.913857 
0.912638 
0.912251 
0.909689 
0.903183 
0.896983 
0.888846 
0.883975 
0.876098 
0.870289 
0.861382 
0.863624 
0.860142 
0.855094 
0.850326 
0.839374 
0.819045 
0.799984 
0.784576 
0.781297 
0.777126 
0.758723 
0.740809 
0.729975 
0.728757 
0.730437 
0.738018 
0.739687 
0.73949 
0.736529 
0.743387 
0.742709 
0.744563 
0.74444 
0.744856 
0.741241 
0.733542 
0.752508 
0.77305 
0.800965 
0.811055 
0.809107 
0.809457 
0.809395 
0.809395 
0.80931 
0.808121 
0.804815 
0.785877 
0.753984 
0.718468 
0.70741 
0.700069 
0.712303 
0.733258 
0.742596 
0.752098 
0.750008 
0.750586 
0.750798 
0.747688 
0.740975 
0.740224 
0.73743 
0.736597 
0.734451 
0.731932 
0.734315 
0.736979 
0.734742 
0.732349 
0.734172 
0.726954 
0.723884 
0.718154 
0.713823 
0.714728 
0.721646 
0.725599 
0.724002 
0.7294 
0.735198 
0.730609 
0.719816 
0.720156 
0.727715 
0.744397 
0.745547 
0.74762 
0.745758 
0.741136 
0.738066 
0.732309 
0.733212 
0.734862 
0.73493 
0.736028 
0.733215 
0.738297 
0.738122 
0.740511 
0.733417 
0.724122 
0.718673 
0.726678 
0.731171 
0.736394 
0.739392 
0.738197 
0.751343 
0.777283 
0.79927 
0.81317 
0.803437 
0.795671 
0.78442 
0.807607 
0.861675 
0.905331 
0.94494 
0.921025 
0.852901 
0.761087 
0.677066 
0.671783 
0.669286 
0.669744 
0.665841 
0.662325 
0.66558 
0.678181 
0.689345 
0.699207 
0.696809 
0.691292 
0.685668 
0.678962 
0.689973 
0.696206 
0.700075 
0.703063 
0.70492 
0.705328 
0.7067 
0.705812 
0.712977 
0.738333 
0.758427 
0.774416 
0.780643 
0.780928 
0.786238 
0.792385 
0.799499 
0.797142 
0.778107 
0.753916 
0.725256 
0.719647 
0.717945 
0.719609 
0.712251 
0.691288 
0.670787 
0.651164 
0.648582 
0.650054 
0.648219 
0.65388 
0.663598 
0.671461 
0.676748 
0.682643 
0.684969 
0.687634 
0.688498 
0.694345 
0.695477 
0.701148 
