orientation_density 
1.49151 
1.43775 
1.43261 
1.37066 
1.33685 
1.34862 
1.35148 
1.33455 
1.31585 
1.2917 
1.26984 
1.24784 
1.25252 
1.25832 
1.26038 
1.2444 
1.2284 
1.23194 
1.2298 
1.22002 
1.19718 
1.17291 
1.18864 
1.20858 
1.21611 
1.20683 
1.1928 
1.18842 
1.19683 
1.19958 
1.19005 
1.17137 
1.1592 
1.18745 
1.20164 
1.20456 
1.19097 
1.19121 
1.24263 
1.25874 
1.25909 
1.22939 
1.17828 
1.16498 
1.16681 
1.16317 
1.18039 
1.19285 
1.19086 
1.18689 
1.20321 
1.23858 
1.25729 
1.25534 
1.2306 
1.22502 
1.24383 
1.24889 
1.235 
1.18947 
1.16848 
1.18282 
1.2195 
1.24073 
1.23981 
1.24753 
1.25559 
1.2613 
1.23735 
1.20239 
1.1697 
1.1578 
1.15871 
1.165 
1.14932 
1.11781 
1.10817 
1.12422 
1.13718 
1.11909 
1.09545 
1.06215 
1.08574 
1.10717 
1.11841 
1.10874 
1.07291 
1.03015 
0.968823 
0.901403 
0.786689 
0.662814 
0.669424 
0.66173 
0.695621 
0.742545 
