contacts_by_height 
0 
2 
6 
12 
2 
5 
10 
13 
12 
8 
9 
16 
13 
11 
16 
11 
12 
17 
13 
18 
10 
11 
12 
15 
19 
10 
11 
11 
17 
15 
11 
14 
15 
13 
15 
10 
9 
20 
10 
13 
10 
18 
12 
14 
9 
17 
8 
18 
11 
14 
8 
15 
7 
10 
9 
7 
6 
13 
12 
11 
8 
3 
6 
8 
11 
9 
5 
5 
3 
6 
1 
5 
4 
6 
5 
1 
4 
4 
3 
1 
2 
2 
0 
4 
2 
0 
0 
0 
0 
2 
1 
1 
1 
0 
0 
0 
0 
0 
0 
1 
