orientation_density 
1.56338 
1.55237 
1.54189 
1.51688 
1.43557 
1.43685 
1.43375 
1.42291 
1.41048 
1.40498 
1.39979 
1.39294 
1.38559 
1.38374 
1.38068 
1.37731 
1.36345 
1.34458 
1.32909 
1.32255 
1.32399 
1.33097 
1.3307 
1.33098 
1.3309 
1.34793 
1.35543 
1.34161 
1.31145 
1.2723 
1.27943 
1.27572 
1.25062 
1.18733 
1.13022 
1.05608 
0.980106 
0.920604 
0.873892 
0.833881 
0.802158 
0.764606 
0.721615 
0.643228 
0.547291 
