mass_density 
0.127805 
0.216437 
0.239503 
0.196217 
0.179244 
0.22703 
0.257123 
0.234455 
0.188338 
0.186017 
0.212506 
0.232127 
0.222683 
0.19776 
0.193054 
0.21674 
0.244513 
0.241383 
0.23081 
0.222976 
0.245387 
0.25645 
0.244511 
0.216673 
0.201648 
0.216706 
0.221853 
0.229022 
0.22325 
0.236547 
0.257967 
0.252899 
0.219659 
0.189822 
0.168646 
0.177446 
0.182586 
0.197158 
0.192717 
0.204101 
0.20458 
0.207037 
0.20864 
0.203134 
0.210692 
0.211706 
0.218779 
0.232935 
0.230016 
0.218778 
0.210851 
0.220131 
0.225371 
0.207433 
0.177177 
0.174726 
0.178923 
0.177023 
0.16282 
0.156885 
0.15772 
0.156597 
0.154941 
0.150131 
0.140467 
0.124215 
0.103526 
0.0971787 
0.0907622 
0.0840333 
0.0754253 
0.0621437 
0.0472381 
0.0339645 
0.023783 
