contacts_by_height 
0 
4 
0 
22 
3 
1 
5 
11 
4 
5 
11 
13 
8 
5 
11 
13 
9 
7 
10 
10 
10 
12 
12 
6 
8 
7 
11 
11 
6 
10 
9 
12 
9 
12 
7 
13 
7 
5 
5 
9 
11 
9 
13 
9 
9 
16 
4 
9 
7 
9 
9 
8 
5 
9 
6 
11 
7 
11 
6 
7 
6 
4 
11 
4 
4 
2 
5 
8 
2 
1 
5 
5 
4 
6 
3 
5 
5 
6 
1 
1 
3 
1 
2 
3 
1 
2 
4 
2 
2 
3 
1 
2 
2 
2 
