orientation_density 
1.50474 
1.44762 
1.4303 
1.36448 
1.29232 
1.30755 
1.30095 
1.2878 
1.27443 
1.27855 
1.26604 
1.23984 
1.22873 
1.20386 
1.17706 
1.10977 
1.07218 
1.04787 
0.988926 
0.989442 
0.955232 
0.854494 
0.714844 
0.526965 
0.425066 
0.465126 
0.525041 
