contacts_by_height 
0 
3 
2 
21 
2 
6 
4 
16 
8 
5 
15 
11 
8 
9 
6 
13 
13 
6 
5 
11 
11 
9 
2 
6 
5 
12 
9 
9 
8 
9 
9 
6 
4 
4 
7 
9 
6 
5 
4 
8 
10 
11 
14 
10 
8 
6 
10 
9 
6 
7 
9 
3 
5 
4 
5 
9 
2 
6 
9 
7 
6 
6 
10 
9 
7 
4 
4 
7 
7 
4 
4 
10 
4 
3 
7 
7 
5 
5 
6 
4 
8 
3 
1 
2 
5 
8 
1 
4 
3 
1 
6 
6 
3 
3 
2 
4 
2 
1 
3 
2 
0 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
