contacts_by_height 
0 
6 
5 
29 
1 
11 
7 
24 
6 
12 
17 
20 
14 
16 
17 
17 
10 
9 
17 
10 
13 
16 
12 
18 
14 
10 
23 
18 
10 
14 
18 
12 
9 
11 
7 
13 
9 
9 
7 
15 
13 
14 
13 
15 
5 
11 
18 
17 
12 
9 
13 
10 
10 
15 
15 
13 
12 
14 
10 
7 
6 
8 
6 
13 
4 
3 
3 
5 
5 
4 
3 
2 
1 
1 
3 
1 
