contacts_by_height 
0 
78 
6 
178 
10 
62 
32 
102 
30 
67 
45 
77 
40 
41 
55 
58 
34 
41 
52 
36 
34 
22 
24 
30 
12 
13 
6 
5 
0 
1 
0 
1 
