contacts_by_height 
0 
4 
4 
22 
11 
11 
11 
14 
16 
14 
12 
15 
21 
17 
20 
15 
14 
13 
17 
23 
14 
15 
20 
22 
19 
10 
13 
12 
8 
16 
12 
15 
15 
12 
11 
11 
12 
10 
9 
24 
17 
11 
18 
8 
11 
14 
10 
15 
19 
13 
6 
9 
8 
9 
12 
17 
11 
7 
7 
4 
10 
4 
8 
6 
1 
8 
1 
3 
4 
1 
3 
0 
1 
0 
1 
0 
2 
0 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
