orientation_density 
1.56485 
1.55502 
1.54606 
1.52392 
1.45059 
1.45414 
1.4489 
1.43217 
1.40852 
1.40662 
1.40414 
1.39765 
1.39621 
1.39233 
1.38895 
1.38171 
1.3884 
1.39187 
1.3923 
1.37769 
1.37151 
1.36541 
1.36594 
1.36541 
1.35451 
1.352 
1.34821 
1.34187 
1.35047 
1.3476 
1.34741 
1.34512 
1.32982 
1.33611 
1.34318 
1.33503 
1.32724 
1.29894 
1.30174 
1.28875 
