contacts_by_height 
0 
4 
6 
72 
16 
16 
18 
40 
31 
16 
25 
28 
24 
21 
25 
19 
22 
21 
18 
27 
17 
19 
17 
17 
12 
11 
15 
10 
4 
14 
5 
2 
6 
2 
2 
2 
1 
