contacts_by_height 
0 
9 
4 
52 
14 
16 
19 
27 
22 
17 
31 
25 
29 
17 
24 
22 
18 
25 
22 
27 
14 
16 
13 
16 
16 
11 
15 
11 
9 
8 
9 
4 
8 
5 
7 
4 
5 
