contacts_by_height 
0 
4 
12 
23 
7 
12 
15 
15 
17 
24 
14 
19 
12 
16 
14 
16 
13 
17 
10 
20 
22 
15 
21 
9 
12 
12 
18 
10 
12 
17 
7 
14 
10 
14 
14 
9 
11 
8 
15 
14 
5 
10 
19 
16 
7 
6 
9 
16 
10 
8 
11 
9 
9 
8 
12 
15 
15 
13 
7 
5 
7 
7 
6 
4 
7 
3 
5 
8 
4 
2 
1 
4 
0 
1 
1 
