contacts_by_height 
0 
1 
2 
25 
4 
6 
8 
13 
8 
8 
9 
12 
18 
11 
6 
9 
4 
10 
10 
10 
11 
10 
10 
11 
2 
9 
13 
10 
13 
9 
13 
12 
7 
10 
13 
5 
4 
7 
8 
13 
11 
5 
5 
6 
5 
11 
8 
3 
7 
11 
6 
6 
11 
8 
7 
10 
6 
8 
10 
4 
4 
4 
5 
4 
3 
8 
3 
3 
1 
8 
7 
6 
1 
6 
3 
1 
2 
4 
5 
4 
2 
5 
3 
3 
3 
4 
2 
0 
2 
2 
2 
4 
2 
2 
4 
1 
2 
1 
2 
0 
2 
0 
0 
4 
1 
0 
0 
0 
0 
0 
1 
2 
0 
0 
0 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
