orientation_density 
1.55624 
1.53863 
1.52804 
1.50181 
1.44659 
1.4476 
1.44574 
1.44047 
1.4332 
1.41956 
1.40293 
1.39128 
1.38667 
1.38321 
1.37658 
1.36689 
1.35769 
1.36234 
1.36149 
1.35876 
1.35053 
1.34111 
1.3414 
1.34005 
1.3379 
1.33703 
1.33616 
1.32832 
1.31495 
1.29717 
1.28323 
1.28554 
1.29212 
1.29454 
1.2937 
1.28763 
1.28628 
1.29006 
1.29456 
1.29883 
1.29697 
1.29597 
1.30195 
1.29249 
1.28258 
1.25813 
1.25473 
1.24944 
1.25692 
1.29275 
1.3129 
1.31062 
1.28324 
1.27789 
1.28178 
1.28493 
1.26723 
1.24818 
1.24175 
1.23312 
1.22858 
1.22864 
1.22816 
1.22279 
1.20991 
1.23791 
1.24354 
1.23372 
1.21412 
1.28173 
1.31743 
1.32104 
1.28549 
1.22148 
1.23105 
1.2344 
1.22901 
1.21821 
1.2028 
1.176 
1.15574 
1.15043 
1.17985 
1.19674 
1.17748 
1.1273 
1.07753 
1.07627 
1.08974 
1.09464 
1.09354 
1.10476 
1.12365 
1.13427 
1.13369 
1.12101 
1.10995 
1.0952 
1.0768 
1.05029 
1.02316 
1.02061 
1.0169 
1.0123 
1.01101 
1.00165 
0.989148 
0.961241 
0.922815 
0.875622 
0.839924 
0.833016 
0.81861 
0.830434 
0.830934 
0.830934 
0.828113 
0.814074 
0.806643 
0.781121 
0.778471 
0.775613 
0.776735 
0.759787 
0.752535 
0.747315 
0.742089 
0.73982 
0.736796 
0.721932 
0.70302 
0.7031 
0.703229 
0.702177 
0.705757 
