contacts_by_height 
0 
4 
11 
51 
5 
24 
18 
44 
25 
28 
17 
31 
24 
24 
20 
28 
20 
17 
17 
17 
16 
22 
14 
12 
13 
12 
11 
7 
8 
7 
8 
3 
6 
2 
1 
2 
0 
2 
