contacts_by_height 
0 
10 
12 
77 
20 
19 
20 
44 
22 
23 
19 
35 
17 
32 
21 
20 
16 
17 
18 
18 
11 
16 
7 
13 
13 
16 
4 
6 
7 
4 
7 
3 
9 
4 
2 
4 
1 
5 
1 
1 
0 
1 
1 
