orientation_density 
1.55198 
1.53867 
1.53691 
1.52962 
1.51956 
1.5198 
1.50176 
1.43444 
1.48989 
1.49847 
1.4932 
1.47015 
1.47402 
1.46114 
1.42889 
1.40833 
1.40495 
1.3826 
1.31903 
1.29247 
1.31654 
1.32215 
1.29529 
1.24962 
1.22964 
1.22448 
1.22749 
1.23015 
1.22902 
1.21908 
1.20499 
1.19337 
1.19446 
1.23324 
1.24507 
1.26615 
1.26499 
1.24223 
1.24053 
1.23971 
1.26556 
1.2666 
1.24129 
1.19925 
1.21612 
1.26592 
1.27754 
1.26132 
1.20538 
1.18716 
1.1869 
1.19242 
1.1937 
1.18944 
1.18108 
1.1893 
1.23629 
1.25701 
1.25792 
1.22194 
1.19031 
1.17914 
1.17924 
1.17623 
1.16581 
1.15135 
1.14311 
1.13559 
1.13607 
1.13262 
1.1238 
1.1165 
1.12202 
1.12851 
1.13637 
1.14038 
1.14981 
1.16481 
1.16961 
1.16819 
1.17016 
1.17062 
1.17482 
1.16599 
1.16089 
1.15302 
1.16203 
1.16249 
1.15384 
1.14663 
1.13713 
1.13367 
1.14145 
1.14384 
1.13113 
1.11239 
1.11183 
1.14486 
1.16833 
1.16313 
1.19168 
1.18614 
1.18311 
1.15891 
1.15801 
1.20278 
1.23153 
1.2494 
1.24139 
1.24063 
1.23077 
1.21309 
1.24623 
1.24531 
1.23121 
1.17715 
1.19018 
1.20002 
1.20733 
1.21718 
1.22607 
1.23258 
1.22262 
1.18966 
1.14442 
1.09636 
1.08991 
1.10134 
1.12976 
1.20462 
1.25776 
1.27551 
1.27457 
1.26876 
1.27449 
1.26889 
1.2324 
1.20129 
1.19087 
1.26015 
1.31426 
1.31507 
1.27847 
1.11545 
1.03712 
