mass_density 
0.15886 
0.278456 
0.315997 
0.258982 
0.176326 
0.218701 
0.241056 
0.239296 
0.236778 
0.275104 
0.287715 
0.293122 
0.271714 
0.285603 
0.272014 
0.245203 
0.237161 
0.245608 
0.259364 
0.257344 
0.235696 
0.221652 
0.203433 
0.192743 
0.202375 
0.210484 
0.220061 
0.222535 
0.221278 
0.220416 
0.220326 
0.230085 
0.228259 
0.228328 
0.22503 
0.238971 
0.244153 
0.229987 
0.206483 
0.202996 
0.209929 
0.215179 
0.221913 
0.216204 
0.211338 
0.196715 
0.190014 
0.184753 
0.174212 
0.161859 
0.161634 
0.173094 
0.192397 
0.196672 
0.191392 
0.184244 
0.171705 
0.167173 
0.163356 
0.167758 
0.162879 
0.150832 
0.120618 
0.103202 
0.0889006 
0.076876 
0.0638747 
0.0521435 
0.0381258 
0.0267977 
0.0182129 
0.0126737 
0.00996185 
