contacts_by_height 
0 
35 
3 
31 
0 
19 
15 
18 
9 
11 
25 
9 
18 
32 
20 
12 
9 
11 
9 
9 
9 
16 
15 
8 
11 
11 
7 
11 
10 
9 
8 
15 
11 
11 
15 
21 
16 
11 
9 
7 
19 
18 
13 
14 
12 
21 
18 
14 
18 
14 
21 
10 
26 
10 
21 
14 
14 
11 
16 
11 
15 
8 
20 
9 
11 
3 
18 
7 
9 
10 
14 
8 
10 
7 
18 
5 
5 
7 
11 
4 
9 
4 
4 
3 
4 
2 
2 
3 
0 
1 
4 
1 
0 
1 
2 
2 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
