mass_density 
0.0670598 
0.132608 
0.150514 
0.148746 
0.132872 
0.14763 
0.156308 
0.155388 
0.159832 
0.182343 
0.194836 
0.19705 
0.176199 
0.174279 
0.16889 
0.169711 
0.16158 
0.166801 
0.184107 
0.195059 
0.204616 
0.210996 
0.215129 
0.209758 
0.200923 
0.207344 
0.219181 
0.222065 
0.216687 
0.206737 
0.204438 
0.201092 
0.195652 
0.195856 
0.194293 
0.198228 
0.208334 
0.208982 
0.216603 
0.202446 
0.195601 
0.195796 
0.191342 
0.188863 
0.189547 
0.197674 
0.210231 
0.21246 
0.214807 
0.221117 
0.244705 
0.242285 
0.214938 
0.181784 
0.176706 
0.187674 
0.18978 
0.178474 
0.170967 
0.169896 
0.163648 
0.155036 
0.150936 
0.152063 
0.14727 
0.136236 
0.139745 
0.151618 
0.163109 
0.159605 
0.135357 
0.117612 
0.103834 
0.101565 
0.0953257 
0.0938381 
0.0824184 
0.0699738 
0.056032 
0.0461947 
0.0424997 
0.038413 
0.0359162 
0.0343554 
0.030603 
0.0281395 
0.0239409 
0.0217054 
0.0190436 
0.0171817 
0.0156196 
0.014787 
0.0143345 
