contacts_by_height 
0 
6 
14 
62 
6 
13 
27 
40 
26 
29 
19 
34 
31 
23 
21 
29 
20 
18 
18 
20 
22 
16 
14 
11 
14 
13 
4 
13 
9 
8 
11 
5 
4 
3 
1 
1 
1 
