contacts_by_height 
0 
0 
3 
23 
1 
4 
10 
15 
7 
9 
10 
9 
12 
17 
13 
10 
14 
14 
9 
11 
10 
12 
11 
9 
10 
7 
8 
7 
7 
6 
12 
9 
8 
13 
10 
10 
12 
14 
12 
8 
8 
6 
13 
4 
10 
11 
11 
5 
9 
8 
5 
9 
12 
4 
5 
4 
15 
2 
8 
10 
12 
2 
2 
4 
2 
4 
5 
2 
5 
3 
3 
7 
2 
3 
5 
2 
1 
2 
1 
1 
2 
3 
2 
2 
2 
5 
0 
0 
0 
1 
2 
0 
0 
0 
2 
1 
1 
0 
1 
