contacts_by_height 
0 
4 
7 
18 
3 
10 
4 
16 
6 
8 
8 
11 
11 
12 
7 
1 
18 
6 
11 
12 
9 
10 
12 
16 
15 
15 
8 
18 
11 
11 
19 
21 
10 
15 
11 
13 
15 
11 
14 
7 
11 
13 
12 
13 
6 
13 
11 
8 
8 
21 
13 
23 
13 
14 
15 
7 
11 
6 
10 
11 
9 
13 
5 
6 
7 
6 
11 
3 
7 
10 
9 
4 
6 
3 
2 
1 
2 
1 
3 
1 
2 
1 
2 
1 
2 
0 
0 
0 
0 
0 
0 
0 
1 
2 
0 
0 
0 
1 
1 
0 
0 
0 
0 
0 
0 
0 
0 
0 
1 
1 
